医療機関名_x,都道府県コード_x,構想区域名称_x,休日に受診した患者延べ数,休日に受診した患者延べ数_うち診察後直ちに入院となった患者延べ数,夜間・時間外に受診した患者延べ数,夜間・時間外に受診した患者延べ数_うち診察後直ちに入院となった患者延べ数,救急車の受入件数,施設全体_医師,施設全体_医師_常勤,院内総病床数,院内総一般病床数,院内総新規入棟患者数（年間）,一般病床_許可病床,療養病床_許可病床,在棟患者延べ数（年間）,新規入棟患者数（年間）,退棟患者数（年間）,急性期病床数の施設全体に占める割合,うち、院内の他病棟からの転棟（年間）,うち、家庭からの入院（年間）,うち、他の病院、診療所からの転院（年間）,うち、介護施設、福祉施設からの入院（年間）,うち、介護医療院からの入院（年間）,うち、院内の出生（年間）,うち、その他（年間）,手術総数,全身麻酔の手術総数,放射線治療,化学療法,構想区域人口,病床利用率,平均存棟日数,新規入棟患者数のうち院内の他病棟からの転棟の割合,新規入棟患者数のうち家庭からの入院の割合,新規入棟患者数のうち他の病院、診療所からの転院の割合,新規入棟患者数のうち介護施設、福祉施設からの入院の割合,新規入棟患者数のうち介護医療院からの入院の割合,新規入棟患者数のうち院内の出生（年間）,新規入棟患者数のうちその他の割合,構想区域人口あたりの救急車受入件数,構想区域全体の総救急車受入件数,個別医療機関の救急車受入数の構想区域全体に占める割合,構想区域内の救急車受入数の最大割合,施設全体の医師のうち常勤医師の割合,構想区域全体の常勤医師数,個別医療機関の常勤医師数の構想区域全体に占める割合,構想区域全体の医師数,個別医療機関の医師数の構想区域全体に占める割合,構想区域人口あたりの常勤医師数,構想区域人口あたりの医師数,病床数あたりの常勤医師数,病床数あたりの医師数,救急受入件数のカテゴリー,うち、他病棟、他院から転棟（年間）,うち、施設からの入院（年間）,新規入棟患者数のうち他病棟、他院から転棟の割合,新規入棟患者数のうち施設からの入院の割合,新規入棟患者のうち休日に受診診察後直ちに入院となった患者の割合,新規入棟患者のうち夜間・時間外に受診診察後直ちに入院となった患者の割合,構想区域人口のカテゴリー
医療法人社団やしの木会浦安中央病院,12,東葛南部,252,45,347,60,750,8.4,4,72,44,721,44,0,10180,631,632,61.111111111111114,0,631,0,0,0,0,0,60.0,55.0,0.0,5.0,1796572,63.387297633872976,16.120348376880443,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.41746169928063,71505,1.0488777008600796,15.380742605412209,47.61904761904761,1590,0.25157232704402516,1926.1,0.436114428118997,0.8850188024749356,1.0720973053125618,0.05555555555555555,0.11666666666666667,751-1000,0,0,0.0,0.0,6.2413314840499305,8.321775312066574,100-200万
医療法人社団エス・エス・ジェイ 札幌整形循環器病院,1,札幌,81,55,714,55,329,13.0,13,181,120,2103,120,0,27508,1953,1811,66.29834254143645,0,1119,834,0,0,0,0,1145.0,691.0,0.0,45.0,2396732,62.80365296803652,14.616365568544103,0.0,57.296466973886325,42.703533026113675,0.0,0.0,0.0,0.0,0.13727024965661577,87391,0.3764689727775171,7.814305820965546,100.0,3168,0.4103535353535354,4103.5,0.31680272937736076,1.3217998507968352,1.7121230074952059,0.0718232044198895,0.0718232044198895,251-500,834,0,42.703533026113675,0.0,2.615311459819306,2.615311459819306,201+万
医療法人社団オリンピア会 オリンピア眼科病院,13,区西南部,0,0,0,0,0,8.1,7,40,40,2554,40,0,4150,2554,2552,100.0,0,2554,0,0,0,0,0,677.0,60.0,0.0,66.0,1475635,28.424657534246574,1.6255385820603212,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,53348,0.0,11.383744470270676,86.41975308641976,1817,0.3852504127682994,2119.4,0.38218363687836177,1.231334306925493,1.4362630325249808,0.175,0.20249999999999999,0-250,0,0,0.0,0.0,0.0,0.0,100-200万
医療法人社団オーケーエム会オーククリニックフォーミズ病院,12,東葛北部,65,35,145,0,0,7.3,4,47,47,3195,47,0,14826,3195,3192,100.0,0,1668,0,0,0,1527,0,94.0,0.0,0.0,0.0,1407697,86.42378315359953,4.642555190230155,0.0,52.206572769953056,0.0,0.0,0.0,47.793427230046944,0.0,0.0,51163,0.0,18.822195727381118,54.794520547945204,1103,0.3626473254759746,1571.1,0.4646426070905735,0.7835493007373036,1.1160782469522914,0.0851063829787234,0.15531914893617021,0-250,0,0,0.0,0.0,1.0954616588419406,0.0,100-200万
医療法人社団マウナケア会清水病院,11,川越比企,102,85,232,207,15,0.0,0,34,34,895,34,0,4314,895,894,100.0,0,467,0,0,0,428,0,72.0,0.0,0.0,0.0,793673,34.76228847703465,4.822806036892119,0.0,52.178770949720665,0.0,0.0,0.0,47.82122905027933,0.0,0.018899471192796027,21462,0.06989097008666481,18.693504799179948,,628,0.0,916.3,0.0,0.7912578606050603,1.1545056969305998,0.0,0.0,0-250,0,0,0.0,0.0,9.497206703910614,23.12849162011173,60-80万
医療法人社団レニア会篠宮正明記念アルテミスウイメンズホスピタル,13,北多摩北部,860,409,1094,633,55,21.2,13,60,60,3442,60,0,17965,3442,3514,100.0,0,2026,2,0,0,1414,0,722.0,256.0,0.0,0.0,749421,82.03196347031964,5.1653248993674525,0.0,58.861127251597914,0.058105752469494475,0.0,0.0,41.0807669959326,0.0,0.0733899904059267,22481,0.2446510386548641,19.785596726124282,61.32075471698113,464,2.8017241379310347,681.7,3.109872377878832,0.6191446463336362,0.9096355719949134,0.21666666666666667,0.35333333333333333,0-250,2,0,0.058105752469494475,0.0,11.88262638001162,18.390470656595003,60-80万
医療法人社団一心会都倉病院,26,山城北,259,55,194,106,50,5.0,3,55,35,438,35,0,7959,400,400,63.63636363636363,0,212,72,60,0,55,1,122.0,0.0,0.0,40.0,429990,62.3013698630137,19.8975,0.0,53.0,18.0,15.0,0.0,13.750000000000002,0.25,0.11628177399474407,22324,0.22397419817237052,37.37233470704175,60.0,424,0.7075471698113208,521.1,0.9595087315294568,0.9860694434754296,1.2118886485732225,0.05454545454545454,0.09090909090909091,0-250,72,60,18.0,15.0,12.557077625570775,24.200913242009133,40-60万
医療法人社団一成会 たちばな台病院,14,横浜,807,70,575,71,1084,19.3,14,134,134,2387,134,0,25754,2387,2401,100.0,328,1763,86,210,0,0,0,794.0,383.0,0.0,80.0,3777491,52.65589858924555,10.757727652464494,13.741097612065353,73.85839966485128,3.602848764139087,8.797653958944283,0.0,0.0,0.0,0.2869629603353125,143545,0.7551638858894424,8.412692883764674,72.53886010362694,3362,0.41641879833432477,3981.9,0.48469323689695876,0.8900087386045393,1.054112372471569,0.1044776119402985,0.14402985074626867,1001-1250,414,210,17.343946376204443,8.797653958944283,2.932551319648094,2.974444909928781,201+万
医療法人社団一葉会佐用共立病院,28,播磨姫路,450,65,532,178,390,12.3,5,90,90,1134,90,0,25593,1134,1142,100.0,5,935,42,146,0,0,6,187.0,0.0,0.0,75.0,818320,77.90867579908677,22.489455184534272,0.4409171075837742,82.45149911816578,3.7037037037037033,12.874779541446207,0.0,0.0,0.5291005291005291,0.47658617655684815,21653,1.8011361012330855,18.736433750519556,40.65040650406504,892,0.5605381165919282,1050.6,1.1707595659623073,1.0900381268941246,1.2838498386939095,0.05555555555555555,0.1366666666666667,251-500,47,146,4.144620811287478,12.874779541446207,5.731922398589065,15.696649029982362,80-100万
医療法人社団一陽会原田病院,34,広島,783,66,446,119,747,21.2,16,120,120,2011,120,0,36817,2011,2010,100.0,16,1545,227,223,0,0,0,417.0,55.0,0.0,90.0,1366912,84.05707762557077,18.312360109425516,0.7956240676280457,76.82744903033317,11.2879164594729,11.089010442565888,0.0,0.0,0.0,0.5464872647251615,41617,1.7949395679650142,17.221327822764735,75.47169811320755,1350,1.1851851851851851,1540.7,1.375997923022003,0.9876275868527017,1.1271391281955239,0.13333333333333333,0.17666666666666667,501-750,243,223,12.083540527100944,11.089010442565888,3.2819492789656888,5.9174540029835905,100-200万
医療法人社団七仁会 田園調布中央病院,13,区南部,660,55,689,99,730,0.0,0,91,91,1342,60,0,12359,1197,1206,65.93406593406593,0,1086,71,40,0,0,0,482.0,189.0,0.0,60.0,1170569,56.4337899543379,10.286308780690803,0.0,90.72681704260651,5.931495405179615,3.341687552213868,0.0,0.0,0.0,0.6236283380133936,36263,2.0130711744753604,20.14174227173703,,1280,0.0,1644.4,0.0,1.093485305009786,1.4047869027797593,0.0,0.0,501-750,71,40,5.931495405179615,3.341687552213868,4.098360655737705,7.377049180327869,100-200万
医療法人社団三友会三枝病院,12,君津,6426,60,65,35,96,4.3,2,32,32,468,32,0,8861,468,465,100.0,0,233,62,162,0,0,11,0.0,0.0,0.0,0.0,324720,75.86472602739725,18.994640943193996,0.0,49.78632478632478,13.247863247863249,34.61538461538461,0.0,0.0,2.3504273504273505,0.29563932002956395,9288,1.03359173126615,55.96468561584841,46.51162790697674,251,0.796812749003984,316.5,1.3586097946287519,0.7729736388272974,0.9746858832224685,0.0625,0.134375,0-250,62,162,13.247863247863249,34.61538461538461,12.82051282051282,7.478632478632479,20-40万
医療法人社団三思会 くすの木病院,10,藤岡,343,45,460,85,548,20.1,16,214,160,2344,80,0,21611,1772,1784,37.38317757009346,48,1402,92,230,0,0,0,994.0,232.0,0.0,110.0,66034,74.01027397260275,12.15466816647919,2.708803611738149,79.1196388261851,5.191873589164786,12.979683972911966,0.0,0.0,0.0,8.298755186721992,4821,11.366936320265506,84.2771209292678,79.60199004975124,105,15.238095238095239,128.0,15.703125000000002,1.5900899536602358,1.9383953720810492,0.07476635514018691,0.09392523364485982,501-750,140,230,7.900677200902935,12.979683972911966,1.9197952218430034,3.6262798634812285,0-20万
医療法人社団三思会東邦病院,10,桐生,311,105,413,163,1283,41.6,34,443,279,4375,221,0,57503,3962,3972,49.887133182844245,491,3042,131,297,1,0,0,718.0,253.0,0.0,110.0,156093,71.28618359883468,14.495336526342324,12.392730943967694,76.7794043412418,3.3064109035840485,7.496214033316506,0.025239777889954566,0.0,0.0,8.219458912315094,5295,24.230406043437206,50.08498583569405,81.73076923076923,114,29.82456140350877,134.8,30.86053412462908,0.7303338394418711,0.8635877329540723,0.07674943566591422,0.09390519187358917,1251-1500,622,298,15.699141847551742,7.521453811206462,2.4,3.7257142857142855,0-20万
医療法人社団三恵会 木太三宅病院,37,東部,567,45,498,60,96,4.2,4,31,31,386,31,0,7304,386,381,100.0,0,225,35,126,0,0,0,84.0,55.0,0.0,20.0,1155470,64.55148033583738,19.045632333767927,0.0,58.2901554404145,9.067357512953368,32.64248704663213,0.0,0.0,0.0,0.08308307441993301,101383,0.0946904313346419,4.6812581991063595,95.23809523809523,3546,0.1128031584884377,4366.6,0.09618467457518434,3.068881061386276,3.779068257938328,0.12903225806451613,0.13548387096774195,0-250,35,126,9.067357512953368,32.64248704663213,11.658031088082902,15.544041450777202,100-200万
医療法人社団三愛会君塚病院,12,山武長生夷隅,35,10,50,35,60,6.8,3,91,18,424,18,0,6562,361,361,19.78021978021978,0,97,2,262,0,0,0,15.0,0.0,0.0,0.0,410235,99.87823439878234,18.177285318559555,0.0,26.869806094182824,0.554016620498615,72.57617728531855,0.0,0.0,0.0,0.14625763282021279,11959,0.5017141901496781,25.060623797976415,44.11764705882353,197,1.5228426395939088,297.1,2.2887916526422076,0.48021256109303206,0.7242190451814204,0.03296703296703297,0.07472527472527472,0-250,2,262,0.554016620498615,72.57617728531855,2.358490566037736,8.254716981132075,40-60万
医療法人社団三慈会釧路三慈会病院,1,釧路,129,60,584,73,302,14.1,8,126,126,3158,79,0,22716,1895,1957,62.698412698412696,103,1738,47,7,0,0,0,174.0,20.0,0.0,0.0,222613,78.77926131437489,11.794392523364486,5.435356200527704,91.71503957783641,2.480211081794195,0.36939313984168864,0.0,0.0,0.0,1.356614393588874,10743,2.811132830680443,38.266778367308945,56.73758865248227,253,3.1620553359683794,300.7,4.689058862653807,1.1365014621787586,1.3507746627555444,0.06349206349206349,0.1119047619047619,251-500,150,7,7.9155672823219,0.36939313984168864,1.8999366687777075,2.311589613679544,20-40万
医療法人社団三成会 新百合ヶ丘総合病院,14,川崎北部,2646,645,5385,1357,6974,230.1,203,563,563,17721,444,0,144473,16022,16040,78.86323268206039,2556,12683,148,500,0,134,1,7862.0,5209.0,393.0,1141.0,870495,89.1478464766136,9.012101553240596,15.95306453626264,79.15990513044564,0.9237298714267882,3.1207090250905005,0.0,0.8363500187242542,0.006241418050181,8.011533667625892,21350,32.66510538641686,32.66510538641686,88.22251195132552,1277,15.896632732967895,1371.8,16.773582154833065,1.4669814301058595,1.5758849849798102,0.3605683836589698,0.40870337477797514,2001+,2704,500,16.876794407689427,3.1207090250905005,3.639749449805316,7.657581400598161,80-100万
医療法人社団三暉会 永井病院,14,県西,55,20,60,20,20,7.0,2,45,45,11018,45,0,245,11018,1783,100.0,0,11007,0,0,0,0,11,288.0,0.0,0.0,0.0,336493,1.4916286149162863,0.03827825951097571,0.0,99.9001633690325,0.0,0.0,0.0,0.0,0.09983663096750771,0.05943660046419985,20589,0.09713924911360435,25.299917431638253,28.57142857142857,385,0.5194805194805194,516.4,1.3555383423702556,1.144154558935847,1.53465302398564,0.044444444444444446,0.15555555555555556,0-250,0,0,0.0,0.0,0.1815211472136504,0.1815211472136504,20-40万
医療法人社団三樹会 梶木病院,33,県南東部,0,0,0,0,0,4.5,2,62,28,377,28,0,7814,273,272,45.16129032258064,3,121,146,3,0,0,0,45.0,0.0,0.0,15.0,916760,76.45792563600783,28.675229357798166,1.098901098901099,44.32234432234432,53.47985347985348,1.098901098901099,0.0,0.0,0.0,0.0,37517,0.0,11.943918756830236,44.44444444444444,1424,0.1404494382022472,1986.8,0.22649486611636804,1.553296391640124,2.167197521706881,0.03225806451612903,0.07258064516129033,0-250,149,3,54.57875457875458,1.098901098901099,0.0,0.0,80-100万
医療法人社団上総会山之内病院,12,山武長生夷隅,327,40,238,60,328,14.8,6,137,83,770,63,0,12100,650,501,45.98540145985402,151,306,89,103,0,0,1,60.0,0.0,0.0,15.0,410235,52.62013481191563,21.0251954821894,23.23076923076923,47.07692307692308,13.692307692307693,15.846153846153847,0.0,0.0,0.15384615384615385,0.79954172608383,11959,2.742704239484907,25.060623797976415,40.54054054054054,197,3.0456852791878175,297.1,4.981487714574218,0.48021256109303206,0.7242190451814204,0.043795620437956206,0.10802919708029197,251-500,240,103,36.92307692307693,15.846153846153847,5.194805194805195,7.792207792207792,40-60万
医療法人社団下田緑眞会 世田谷北部病院,13,区西南部,793,135,501,65,2557,10.4,8,90,90,1862,40,0,12545,1053,1099,44.44444444444444,0,910,14,129,0,0,0,551.0,541.0,0.0,5.0,1475635,85.92465753424658,11.658921933085502,0.0,86.41975308641975,1.3295346628679963,12.250712250712251,0.0,0.0,0.0,1.7328133312099536,53348,4.793056909349929,11.383744470270676,76.92307692307692,1817,0.4402861860209136,2119.4,0.4907049164857979,1.231334306925493,1.4362630325249808,0.08888888888888889,0.11555555555555556,2001+,14,129,1.3295346628679963,12.250712250712251,7.250268528464017,3.4908700322234156,100-200万
医療法人社団中央白報会 白報会王子病院,13,区西北部,111,0,89,0,237,20.7,9,112,112,1051,60,0,13213,550,519,53.57142857142857,95,286,82,87,0,0,0,223.0,86.0,0.0,30.0,1993903,60.333333333333336,24.720299345182415,17.272727272727273,52.0,14.909090909090908,15.818181818181817,0.0,0.0,0.0,0.11886235187970529,70738,0.3350391585852017,11.019536882580791,43.47826086956522,2247,0.4005340453938585,2861.7,0.723346262710976,1.1269354627582184,1.4352252842791249,0.08035714285714286,0.18482142857142855,0-250,177,87,32.18181818181819,15.818181818181817,0.0,0.0,100-200万
医療法人社団中川会 呉中通病院,34,呉,10,0,0,0,45,8.0,7,123,80,1067,20,0,65340,450,455,16.260162601626014,9,29,412,0,0,0,0,0.0,0.0,0.0,0.0,236522,895.068493150685,144.3977900552486,2.0,6.444444444444445,91.55555555555556,0.0,0.0,0.0,0.0,0.19025714309873923,9545,0.47145102147721324,33.71398638030382,87.5,339,2.0648967551622417,401.59999999999997,1.9920318725099604,1.4332704780105021,1.6979393037434147,0.056910569105691054,0.06504065040650407,0-250,421,0,93.55555555555556,0.0,0.0,0.0,20-40万
医療法人社団中林病院,13,区東部,60,0,10,0,0,3.8,3,29,29,1063,29,0,5231,1063,1064,100.0,0,1063,0,0,0,0,0,337.0,55.0,0.0,0.0,1494327,49.4189891355692,4.918664786083686,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,53788,0.0,14.090503458020375,78.94736842105263,1281,0.234192037470726,1790.2,0.212266785833985,0.8572420895828021,1.1979974931858957,0.10344827586206896,0.13103448275862067,0-250,0,0,0.0,0.0,0.0,0.0,100-200万
医療法人社団丸山会八戸の里病院,27,中河内,448,65,278,65,548,8.5,4,95,95,494,95,0,30119,494,498,100.0,22,253,167,52,0,0,0,319.0,234.0,0.0,0.0,827357,86.86085075702957,60.72379032258065,4.4534412955465585,51.21457489878543,33.80566801619433,10.526315789473683,0.0,0.0,0.0,0.6623501100492291,26744,2.0490577325755313,18.157343703260544,47.05882352941176,669,0.5979073243647235,879.2,0.9667879890809826,0.8085989482170333,1.062660979480442,0.042105263157894736,0.08947368421052632,501-750,189,52,38.25910931174089,10.526315789473683,13.157894736842104,13.157894736842104,80-100万
医療法人社団久保田産婦人科病院,13,区西北部,268,193,950,802,35,6.3,3,30,30,2276,30,0,10719,2276,10718,100.0,0,1209,0,0,0,1063,4,390.0,0.0,0.0,0.0,1993903,97.89041095890411,1.6498383869478221,0.0,53.119507908611595,0.0,0.0,0.0,46.704745166959576,0.17574692442882248,0.017553511880969132,70738,0.04947835675308886,11.019536882580791,47.61904761904762,2247,0.13351134846461948,2861.7,0.22014886256421007,1.1269354627582184,1.4352252842791249,0.1,0.21,0-250,0,0,0.0,0.0,8.479789103690685,35.23725834797891,100-200万
医療法人社団久和会 立花病院,38,新居浜・西条,0,0,0,0,0,0.0,0,60,20,409,20,0,7168,308,317,33.33333333333333,3,215,15,75,0,0,0,50.0,25.0,0.0,15.0,220729,98.1917808219178,22.9376,0.974025974025974,69.8051948051948,4.870129870129871,24.350649350649352,0.0,0.0,0.0,0.0,8716,0.0,29.22212023864158,,203,0.0,235.4,0.0,0.9196797883377354,1.0664661190872065,0.0,0.0,0-250,18,75,5.844155844155844,24.350649350649352,0.0,0.0,20-40万
医療法人社団九折会成城木下病院,13,区西南部,60,0,60,0,0,12.0,7,36,36,1695,36,0,9809,1695,1738,100.0,0,1001,0,0,0,694,0,403.0,0.0,0.0,0.0,1475635,74.64992389649925,5.71453539178561,0.0,59.05604719764012,0.0,0.0,0.0,40.94395280235988,0.0,0.0,53348,0.0,11.383744470270676,58.333333333333336,1817,0.3852504127682994,2119.4,0.5661979805605359,1.231334306925493,1.4362630325249808,0.19444444444444445,0.3333333333333333,0-250,0,0,0.0,0.0,0.0,0.0,100-200万
医療法人社団五仁会 住吉川病院,28,神戸,0,0,0,0,0,0.0,0,45,45,0,45,0,9353,0,0,100.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1525152,56.94368340943684,,,,,,,,,0.0,54472,0.0,9.988618005580848,,1473,0.0,1749.8,0.0,0.9658053754642161,1.147295482679759,0.0,0.0,0-250,0,0,,,,,100-200万
医療法人社団五葉会永井産婦人科病院,13,北多摩西部,60,0,82,5,10,6.5,2,40,40,3003,40,0,7679,3003,3009,100.0,0,1922,0,0,0,1081,0,657.0,5.0,0.0,0.0,658632,52.5958904109589,2.5545575515635397,0.0,64.002664002664,0.0,0.0,0.0,35.997335997336,0.0,0.015182985339309356,21156,0.04726791453961052,30.776139156740406,30.76923076923077,295,0.6779661016949152,378.0,1.7195767195767195,0.447898067509626,0.5739168458258936,0.05,0.1625,0-250,0,0,0.0,0.0,0.0,0.1665001665001665,60-80万
医療法人社団井口会総合病院落合病院,33,真庭,469,71,659,114,405,18.0,14,135,95,1582,50,0,14033,835,831,37.03703703703704,60,440,117,20,2,155,41,42.0,0.0,0.0,10.0,43538,76.89315068493151,16.846338535414166,7.18562874251497,52.69461077844312,14.011976047904193,2.3952095808383236,0.23952095808383234,18.562874251497004,4.910179640718563,9.302218751435527,1210,33.47107438016529,66.52892561983471,77.77777777777779,30,46.666666666666664,39.2,45.91836734693877,0.6890532408470761,0.9003629013735128,0.1037037037037037,0.13333333333333333,251-500,177,22,21.19760479041916,2.6347305389221556,4.487989886219975,7.206068268015171,0-20万
医療法人社団仁和会 さがみ仁和会病院,14,相模原,119,40,384,60,370,7.8,4,84,60,388,60,0,19351,380,374,71.42857142857143,1,265,61,53,0,0,0,60.0,60.0,0.0,60.0,725493,88.36073059360731,51.3289124668435,0.2631578947368421,69.73684210526315,16.05263157894737,13.94736842105263,0.0,0.0,0.0,0.5099980289265369,30626,1.20812381636518,25.093058185855156,51.28205128205129,1142,0.3502626970227671,1293.3999999999999,0.6030616978506262,1.5741020244165003,1.7827877043610343,0.047619047619047616,0.09285714285714286,251-500,62,53,16.315789473684212,13.94736842105263,10.309278350515463,15.463917525773196,60-80万
医療法人社団仁和会 竹内病院,45,宮崎東諸県,60,20,25,15,60,6.5,5,66,36,564,36,0,10279,498,476,54.54545454545454,37,278,104,79,0,0,0,5.0,0.0,0.0,0.0,426671,78.22678843226788,21.10677618069815,7.429718875502007,55.82329317269076,20.883534136546185,15.863453815261044,0.0,0.0,0.0,0.14062357179184898,14371,0.41750748034235613,29.378609700090458,76.92307692307693,529,0.945179584120983,574.4,1.1316155988857939,1.2398311579648018,1.346236327287301,0.07575757575757576,0.09848484848484848,0-250,141,79,28.313253012048197,15.863453815261044,3.546099290780142,2.6595744680851063,40-60万
医療法人社団仁寿会中村病院,13,区東部,364,111,1932,508,930,13.6,6,130,99,1164,57,0,12996,854,891,43.84615384615385,1,676,67,109,0,0,1,197.0,77.0,0.0,0.0,1494327,62.465753424657535,14.89512893982808,0.117096018735363,79.15690866510539,7.845433255269321,12.763466042154567,0.0,0.0,0.117096018735363,0.622353741851683,53788,1.729010188146055,14.090503458020375,44.11764705882353,1281,0.468384074941452,1790.2,0.7596916545637359,0.8572420895828021,1.1979974931858957,0.046153846153846156,0.10461538461538461,751-1000,68,109,7.962529274004685,12.763466042154567,9.536082474226804,43.6426116838488,100-200万
医療法人社団仁恵会 石井病院,28,東播磨,208,50,269,60,306,8.3,6,103,46,946,46,0,12110,806,822,44.66019417475729,73,589,129,15,0,0,0,291.0,89.0,0.0,0.0,716073,72.12626563430614,14.877149877149877,9.057071960297765,73.07692307692307,16.00496277915633,1.8610421836228286,0.0,0.0,0.0,0.42733073303978786,31583,0.9688756609568439,24.66833423044043,72.28915662650601,831,0.7220216606498195,923.4,0.8988520684427119,1.160496206392365,1.2895333297024185,0.05825242718446602,0.08058252427184466,251-500,202,15,25.06203473945409,1.8610421836228286,5.2854122621564485,6.342494714587738,60-80万
医療法人社団仁恵会 黒河内病院,14,相模原,697,77,1559,119,1256,11.7,8,51,51,1127,51,0,15844,1127,1121,100.0,0,973,43,111,0,0,0,592.0,519.0,0.0,10.0,725493,85.11415525114155,14.09608540925267,0.0,86.33540372670807,3.815439219165927,9.849157054125998,0.0,0.0,0.0,1.7312365522479196,30626,4.101090576634232,25.093058185855156,68.37606837606837,1142,0.7005253940455342,1293.3999999999999,0.9045925467759394,1.5741020244165003,1.7827877043610343,0.1568627450980392,0.22941176470588234,1251-1500,43,111,3.815439219165927,9.849157054125998,6.832298136645963,10.559006211180124,60-80万
医療法人社団仁慈会 安田病院,34,広島中央,487,66,516,87,484,13.2,9,153,113,1780,53,0,15468,1044,1062,34.64052287581699,1,742,134,167,0,0,0,246.0,72.0,0.0,55.0,227759,79.95864564486948,14.68945868945869,0.09578544061302681,71.0727969348659,12.835249042145595,15.996168582375478,0.0,0.0,0.0,2.125053236096049,6594,7.340006066120716,59.26599939338792,68.18181818181819,147,6.122448979591836,211.3,6.247042120208234,0.6454190613762794,0.9277350181551552,0.058823529411764705,0.08627450980392157,251-500,135,167,12.931034482758621,15.996168582375478,3.707865168539326,4.8876404494382015,20-40万
医療法人社団仁成会 高木病院,13,西多摩,1111,262,1448,401,1619,31.4,20,180,180,3528,120,0,40083,2688,2681,66.66666666666666,26,2313,74,274,0,0,1,1472.0,1211.0,0.0,55.0,379043,91.51369863013699,14.931272117712796,0.9672619047619048,86.04910714285714,2.7529761904761902,10.193452380952381,0.0,0.0,0.03720238095238095,4.271283205335543,14075,11.502664298401422,34.42273534635879,63.69426751592358,234,8.547008547008547,330.9,9.489271683288003,0.6173442063301525,0.872988025105331,0.1111111111111111,0.17444444444444443,1501-1750,100,274,3.7202380952380953,10.193452380952381,7.426303854875284,11.366213151927438,20-40万
医療法人社団仁明会 秋山脳神経外科病院,14,横浜,529,73,1023,253,1287,7.4,3,41,41,825,41,0,13476,825,824,100.0,0,742,21,62,0,0,0,128.0,55.0,0.0,0.0,3777491,90.05011693952557,16.34445118253487,0.0,89.93939393939394,2.5454545454545454,7.515151515151515,0.0,0.0,0.0,0.34070233390364135,143545,0.8965829530809153,8.412692883764674,40.54054054054054,3362,0.0892325996430696,3981.9,0.18584093020919662,0.8900087386045393,1.054112372471569,0.07317073170731707,0.1804878048780488,1251-1500,21,62,2.5454545454545454,7.515151515151515,8.848484848484848,30.666666666666664,201+万
医療法人社団仁泉会 としま昭和病院,13,区西北部,92,20,94,40,108,7.3,5,46,46,442,46,0,9279,442,458,100.0,0,289,81,72,0,0,0,73.0,0.0,0.0,15.0,1993903,55.26503871351996,20.62,0.0,65.38461538461539,18.32579185520362,16.289592760180994,0.0,0.0,0.0,0.054165122375561904,70738,0.1526760722666742,11.019536882580791,68.4931506849315,2247,0.22251891410769914,2861.7,0.255093126463291,1.1269354627582184,1.4352252842791249,0.10869565217391304,0.15869565217391304,0-250,81,72,18.32579185520362,16.289592760180994,4.524886877828054,9.049773755656108,100-200万
医療法人社団仁生会甲南病院,25,甲賀,185,60,451,100,180,21.1,13,199,100,2132,100,0,33432,1831,1806,50.25125628140703,18,1563,75,174,0,0,1,619.0,230.0,0.0,90.0,142818,91.59452054794521,18.38438273302172,0.9830693610049154,85.36318951392681,4.09612233752048,9.503003823047514,0.0,0.0,0.05461496450027307,1.2603453346216864,3892,4.6248715313463515,82.32271325796505,61.61137440758293,97,13.402061855670103,128.9,16.369278510473233,0.6791860969905754,0.902547297959641,0.06532663316582915,0.10603015075376886,0-250,93,174,5.079191698525396,9.503003823047514,2.8142589118198873,4.690431519699812,0-20万
医療法人社団仁生堂大村病院,13,区南部,0,0,5,5,0,5.0,2,90,42,254,21,24,6452,179,176,50.0,4,28,147,0,0,0,0,0.0,0.0,0.0,0.0,1170569,39.28158295281583,36.349295774647885,2.2346368715083798,15.64245810055866,82.12290502793296,0.0,0.0,0.0,0.0,0.0,36263,0.0,20.14174227173703,40.0,1280,0.15625,1644.4,0.30406227195329605,1.093485305009786,1.4047869027797593,0.022222222222222223,0.05555555555555555,0-250,151,0,84.35754189944134,0.0,0.0,1.968503937007874,100-200万
医療法人社団仙石病院,4,石巻・登米・気仙沼,1003,177,1572,386,1160,16.4,11,120,120,2505,120,0,29342,2505,2509,100.0,0,2374,68,63,0,0,0,851.0,217.0,0.0,187.0,335088,66.99086757990868,11.704028719585162,0.0,94.77045908183632,2.714570858283433,2.5149700598802394,0.0,0.0,0.0,3.4617772047939646,12413,9.345041488761781,45.371787641988234,67.07317073170732,288,3.8194444444444446,318.8,5.144291091593475,0.8594757198109153,0.9513918731795826,0.09166666666666666,0.13666666666666666,1001-1250,68,63,2.714570858283433,2.5149700598802394,7.065868263473053,15.409181636726546,20-40万
