TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
医療法人社団静山会 清川病院,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団静山会 清川病院,10,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
一般社団法人衛生文化協会 城西病院,5,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
一般社団法人衛生文化協会 城西病院,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
社会福祉法人浴風会浴風会病院,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
社会福祉法人浴風会浴風会病院,25,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
社会福祉法人浴風会浴風会病院,45,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
社会福祉法人浴風会浴風会病院,35,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
社会福祉法人浴風会浴風会病院,25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
河北総合病院,340,124,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
河北総合病院,96,40,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,
河北総合病院,364,25,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
河北総合病院,504,40,0,67,,,,,,,,,,,,,,,,,,,,,,,,,,
河北総合病院,171,45,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
河北総合病院,92,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
河北総合病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
河北総合病院,170,65,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
河北総合病院,58,30,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,
河北総合病院,741,373,5,304,,,,,,,,,,,,,,,,,,,,,,,,,,
河北総合病院,466,344,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団卓秀会 平塚胃腸病院,959,65,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団雙和会 原整形外科病院,270,260,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団仁泉会 としま昭和病院,73,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団瑞雲会 高田馬場病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団豊迪会 大同病院,60,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
要町病院,283,40,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,
要町病院,275,0,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,
要町病院,323,0,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団日心会 総合病院一心病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団日心会 総合病院一心病院,40,20,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団日心会 総合病院一心病院,224,131,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団久福会 関野病院,50,15,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団久福会 関野病院,15,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団久福会 関野病院,20,5,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,
岡本病院,30,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人社団大成会　長汐病院,20,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人社団大成会　長汐病院,15,0,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人社団大成会　長汐病院,85,25,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人社団大成会　長汐病院,20,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人社団大成会　長汐病院,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人社団大成会　長汐病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人社団大成会　長汐病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人社団大成会　長汐病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団偕翔会 豊島中央病院,143,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団敬悠会 副都心病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人財団逸生会 大橋病院,20,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人財団逸生会 大橋病院,25,0,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人財団逸生会 大橋病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団金地病院,458,458,375,10,,,,,,,,,,,,,,,,,,,,,,,,,,
赤羽リハビリテーション病院,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
赤羽リハビリテーション病院,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
赤羽リハビリテーション病院,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
赤羽リハビリテーション病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
社会福祉法人新栄会滝野川病院,15,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
王子生協病院,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
王子生協病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
王子生協病院,89,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
王子生協病院,30,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団中央白報会 白報会王子病院,306,219,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団中央白報会 白報会王子病院,223,86,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
公益社団法人地域医療振興協会 東京北医療センター,870,197,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
公益社団法人地域医療振興協会 東京北医療センター,114,35,0,272,,,,,,,,,,,,,,,,,,,,,,,,,,
公益社団法人地域医療振興協会 東京北医療センター,655,165,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
公益社団法人地域医療振興協会 東京北医療センター,675,428,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
公益社団法人地域医療振興協会 東京北医療センター,304,242,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
公益社団法人地域医療振興協会 東京北医療センター,463,50,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
公益社団法人地域医療振興協会 東京北医療センター,185,95,0,108,,,,,,,,,,,,,,,,,,,,,,,,,,
公益社団法人地域医療振興協会 東京北医療センター,45,5,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
公益社団法人地域医療振興協会 東京北医療センター,310,216,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
公益社団法人地域医療振興協会 東京北医療センター,138,76,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
公益社団法人地域医療振興協会 東京北医療センター,25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都立北療育医療センタ－,30,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都立北療育医療センタ－,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都立北療育医療センタ－,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都立北療育医療センタ－,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
赤羽東口病院,493,434,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
赤羽東口病院,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団博栄会 浮間中央病院,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団博栄会 浮間中央病院,79,45,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人財団明理会 明理会中央総合病院,544,40,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人財団明理会 明理会中央総合病院,88,35,0,326,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人財団明理会 明理会中央総合病院,307,30,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人財団明理会 明理会中央総合病院,667,454,0,166,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人財団明理会 明理会中央総合病院,5,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人財団明理会 明理会中央総合病院,240,143,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人財団明理会 明理会中央総合病院,189,145,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人財団明理会 明理会中央総合病院,131,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人財団明理会 明理会中央総合病院,55,30,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団福寿会 赤羽岩渕病院,40,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慈光会八木病院,30,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慈光会八木病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団誠志会 誠志会病院,60,0,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団誠志会 誠志会病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団誠志会 誠志会病院,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明芳会 イムス記念病院,384,346,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明芳会 イムス記念病院,20,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明芳会 イムス記念病院,70,35,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慈誠会 浮間舟渡病院,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慈誠会 浮間舟渡病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慈誠会 浮間舟渡病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慈誠会 浮間舟渡病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団正風会 小林病院,134,30,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団正風会 小林病院,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団正風会 小林病院,35,5,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団博鳳会 敬愛病院,120,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慈誠会 慈誠会徳丸リハビリテーション病院,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慈誠会 慈誠会徳丸リハビリテーション病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団翠会成増厚生病院,5,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人財団健康文化会小豆沢病院,102,0,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人財団健康文化会小豆沢病院,40,0,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人財団健康文化会小豆沢病院,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
地方独立行政法人 東京都健康長寿医療センター,94,30,20,45,,,,,,,,,,,,,,,,,,,,,,,,,,
地方独立行政法人 東京都健康長寿医療センター,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
地方独立行政法人 東京都健康長寿医療センター,60,5,35,346,,,,,,,,,,,,,,,,,,,,,,,,,,
地方独立行政法人 東京都健康長寿医療センター,218,0,20,35,,,,,,,,,,,,,,,,,,,,,,,,,,
地方独立行政法人 東京都健康長寿医療センター,276,50,15,60,,,,,,,,,,,,,,,,,,,,,,,,,,
地方独立行政法人 東京都健康長寿医療センター,71,45,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,
地方独立行政法人 東京都健康長寿医療センター,517,174,15,55,,,,,,,,,,,,,,,,,,,,,,,,,,
地方独立行政法人 東京都健康長寿医療センター,325,55,50,212,,,,,,,,,,,,,,,,,,,,,,,,,,
地方独立行政法人 東京都健康長寿医療センター,1356,108,20,66,,,,,,,,,,,,,,,,,,,,,,,,,,
地方独立行政法人 東京都健康長寿医療センター,469,0,30,133,,,,,,,,,,,,,,,,,,,,,,,,,,
地方独立行政法人 東京都健康長寿医療センター,131,35,5,55,,,,,,,,,,,,,,,,,,,,,,,,,,
地方独立行政法人 東京都健康長寿医療センター,39,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
地方独立行政法人 東京都健康長寿医療センター,38,0,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,
地方独立行政法人 東京都健康長寿医療センター,0,0,55,10,,,,,,,,,,,,,,,,,,,,,,,,,,
地方独立行政法人 東京都健康長寿医療センター,475,376,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
地方独立行政法人 東京都健康長寿医療センター,50,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慈誠会 慈誠会前野病院,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慈誠会 慈誠会前野病院,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慈誠会 慈誠会前野病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慈誠会 慈誠会前野病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慈誠会 慈誠会前野病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団美誠会 板橋宮本病院,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団美誠会 板橋宮本病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団美誠会 板橋宮本病院,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
公益財団法人愛世会愛誠病院,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
公益財団法人愛世会愛誠病院,30,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
公益財団法人愛世会愛誠病院,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団清和昌綾会 飯沼病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団健育会 竹川病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団健育会 竹川病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団健育会 竹川病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団成和会産婦人科病院成増産院,25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
リハビリパーク板橋病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
リハビリパーク板橋病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
リハビリパーク板橋病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団叡宥会 安田病院,40,40,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団開星会 常盤台病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団開星会 常盤台病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団開星会 常盤台病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人財団明理会 明理会東京大和病院,66,5,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人財団明理会 明理会東京大和病院,60,25,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人財団明理会 明理会東京大和病院,55,5,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人財団明理会 明理会東京大和病院,1559,1395,5,73,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,347,252,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,445,237,25,60,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,397,252,40,81,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,480,313,65,276,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,196,81,50,60,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,188,35,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,667,422,60,210,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,671,50,20,55,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,177,15,15,91,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,66,20,60,231,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,50,10,45,285,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,152,5,65,317,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,129,30,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,147,60,25,55,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,396,357,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,562,351,60,245,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,15,5,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,55,35,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,605,277,55,70,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,506,354,45,55,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,470,346,35,50,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,473,273,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,35,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,405,389,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,60,50,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,230,74,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,206,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,20,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,307,50,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
帝京大学医学部附属病院,40,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慈誠会 東武練馬中央病院,25,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慈誠会 東武練馬中央病院,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慈誠会 東武練馬中央病院,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慈誠会 東武練馬中央病院,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
心身障害児総合医療療育センター,81,76,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
心身障害児総合医療療育センター,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
心身障害児総合医療療育センター,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
心身障害児総合医療療育センター,0,0,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,
心身障害児総合医療療育センター,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
心身障害児総合医療療育センター,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
心身障害児総合医療療育センター,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慈誠会 慈誠会成増病院,65,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慈誠会 慈誠会成増病院,40,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慈誠会 慈誠会成増病院,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人財団仁寿会荘病院,263,93,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団 慈誠会 慈誠会若木原病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人財団朔望会 常盤台外科病院,126,73,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人財団朔望会 常盤台外科病院,227,161,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団 明芳会 高島平中央総合病院,86,60,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団 明芳会 高島平中央総合病院,221,75,45,60,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団 明芳会 高島平中央総合病院,178,129,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団 明芳会 高島平中央総合病院,625,301,10,94,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団 明芳会 高島平中央総合病院,40,5,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団 明芳会 高島平中央総合病院,86,10,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団 明芳会 高島平中央総合病院,78,71,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団 明芳会 高島平中央総合病院,514,406,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団 明芳会 高島平中央総合病院,724,711,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団和好会 金子病院,188,60,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
一般財団法人 精神医学研究所 附属東京武蔵野病院,40,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人財団同潤会 富士見病院,10,0,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
日本大学医学部附属板橋病院,639,611,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
日本大学医学部附属板橋病院,76,50,10,50,,,,,,,,,,,,,,,,,,,,,,,,,,
日本大学医学部附属板橋病院,712,622,60,232,,,,,,,,,,,,,,,,,,,,,,,,,,
日本大学医学部附属板橋病院,50,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
日本大学医学部附属板橋病院,221,193,20,80,,,,,,,,,,,,,,,,,,,,,,,,,,
日本大学医学部附属板橋病院,15,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
日本大学医学部附属板橋病院,243,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
日本大学医学部附属板橋病院,375,82,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
日本大学医学部附属板橋病院,60,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
日本大学医学部附属板橋病院,697,385,60,292,,,,,,,,,,,,,,,,,,,,,,,,,,
日本大学医学部附属板橋病院,90,40,77,276,,,,,,,,,,,,,,,,,,,,,,,,,,
日本大学医学部附属板橋病院,557,315,15,60,,,,,,,,,,,,,,,,,,,,,,,,,,
日本大学医学部附属板橋病院,144,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,
日本大学医学部附属板橋病院,488,405,40,172,,,,,,,,,,,,,,,,,,,,,,,,,,
日本大学医学部附属板橋病院,864,533,60,82,,,,,,,,,,,,,,,,,,,,,,,,,,
日本大学医学部附属板橋病院,60,32,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
日本大学医学部附属板橋病院,110,5,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
日本大学医学部附属板橋病院,570,20,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,
日本大学医学部附属板橋病院,214,88,15,82,,,,,,,,,,,,,,,,,,,,,,,,,,
日本大学医学部附属板橋病院,60,20,55,325,,,,,,,,,,,,,,,,,,,,,,,,,,
日本大学医学部附属板橋病院,504,20,30,60,,,,,,,,,,,,,,,,,,,,,,,,,,
日本大学医学部附属板橋病院,296,70,40,60,,,,,,,,,,,,,,,,,,,,,,,,,,
日本大学医学部附属板橋病院,604,561,15,60,,,,,,,,,,,,,,,,,,,,,,,,,,
日本大学医学部附属板橋病院,1202,55,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
板橋区医師会病院,187,45,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
板橋区医師会病院,81,10,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
板橋区医師会病院,227,62,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
板橋区医師会病院,283,71,0,101,,,,,,,,,,,,,,,,,,,,,,,,,,
板橋区医師会病院,96,0,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
板橋区医師会病院,0,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明芳会 板橋中央総合病院,158,100,35,168,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明芳会 板橋中央総合病院,62,45,60,153,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明芳会 板橋中央総合病院,71,55,5,50,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明芳会 板橋中央総合病院,436,355,55,100,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明芳会 板橋中央総合病院,96,40,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明芳会 板橋中央総合病院,926,694,55,72,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明芳会 板橋中央総合病院,477,414,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明芳会 板橋中央総合病院,633,60,15,97,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明芳会 板橋中央総合病院,443,374,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明芳会 板橋中央総合病院,560,135,45,60,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明芳会 板橋中央総合病院,347,60,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明芳会 板橋中央総合病院,504,114,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明芳会 板橋中央総合病院,206,25,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明芳会 板橋中央総合病院,176,57,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明芳会 板橋中央総合病院,675,372,35,60,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明芳会 板橋中央総合病院,5,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明芳会 板橋中央総合病院,45,25,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慈誠会 上板橋病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慈誠会 上板橋病院,25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慈誠会 上板橋病院,5,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慈誠会 上板橋病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明芳会 イムス板橋リハビリテーション病院,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明芳会 イムス板橋リハビリテーション病院,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明芳会 イムス板橋リハビリテーション病院,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人財団朔望会 リハビリテーションエーデルワイス病院,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人財団朔望会 リハビリテーションエーデルワイス病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
